Gene Symbol	Gene Product Name	GenBank Accession	Strain Name	Collection Date	Host	Country
PA-N155	PA-N155 protein(562)	KJ620414	A/Minnesota/14/2012	12-Dec	Human	USA
HA	Hemagglutinin	KM852967	A/Minnesota/14/2014	7/10/2014	Human	USA
NA	Neuraminidase	KM852969	A/Minnesota/14/2014	7/10/2014	Human	USA
PB1	Polymerase PB1	CY225612	A/Minnesota/14/2017	2/26/2017	Human	USA
PA	Polymerase PA	CY225613	A/Minnesota/14/2017	2/26/2017	Human	USA
PA-X	PA-X protein	CY225613	A/Minnesota/14/2017	2/26/2017	Human	USA
PB1-N40	PB1-N40 protein(718)	CY233854	A/Minnesota/14/2017	2/26/2017	Human	USA
PB1-N40	PB1-N40 protein(718)	CY225612	A/Minnesota/14/2017	2/26/2017	Human	USA
HA	Hemagglutinin	KT274215	A/Minnesota/15/2014	8/9/2014	Human	USA
PB2	Polymerase PB2	KX407272	A/Minnesota/15/2016	2/17/2016	Human	USA
PB1	Polymerase PB1	KX407273	A/Minnesota/15/2016	2/17/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KX407273	A/Minnesota/15/2016	2/17/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	CY225604	A/Minnesota/15/2017	3/2/2017	Human	USA
M2	Matrix protein 2	CY225609	A/Minnesota/15/2017	3/2/2017	Human	USA
HA	Hemagglutinin	EU199380	A/Minnesota/16/2007	3/26/2007	Human	USA
-N/A-	Neuraminidase	FJ179353	A/Minnesota/16/2008	4/7/2008	Human	USA
NP	Nucleocapsid protein	KC782314	A/Minnesota/16/2009	8/28/2009	Human	USA
HA	Hemagglutinin	KC782315	A/Minnesota/16/2009	8/28/2009	Human	USA
PA	Polymerase PA	KC782319	A/Minnesota/16/2009	8/28/2009	Human	USA
PA-X	PA-X protein	KC782319	A/Minnesota/16/2009	8/28/2009	Human	USA
PA-N155	PA-N155 protein(562)	KC782319	A/Minnesota/16/2009	8/28/2009	Human	USA
PA-N182	PA-N182 protein(535)	KC782319	A/Minnesota/16/2009	8/28/2009	Human	USA
PB1-N40	PB1-N40 protein(718)	KC782316	A/Minnesota/16/2009	8/28/2009	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KC782316	A/Minnesota/16/2009	8/28/2009	Human	USA
HA	Hemagglutinin	KC882855	A/Minnesota/16/2010	12/19/2010	Human	USA
NA	Neuraminidase	KC882853	A/Minnesota/16/2010	12/19/2010	Human	USA
HA	Hemagglutinin	KF647920	A/Minnesota/16/2012	10/29/2012	Human	USA
HA	Hemagglutinin	KM972949	A/Minnesota/16/2014	7/7/2014	Human	USA
NA	Neuraminidase	EU199426	A/Minnesota/17/2007	3/17/2007	Human	USA
HA	Hemagglutinin	EU199378	A/Minnesota/17/2007	3/17/2007	Human	USA
NA	Neuraminidase	KC780757	A/Minnesota/17/2009	10/15/2009	Human	USA
NA	Neuraminidase	KF790499	A/Minnesota/17/2012	11/14/2012	Human	USA
HA	Hemagglutinin	KM972919	A/Minnesota/17/2014	7/10/2014	Human	USA
NA	Neuraminidase	CY225248	A/Minnesota/17/2017	3/5/2017	Human	USA
-N/A-	Hemagglutinin	CY016346	A/Minnesota/18/2003	10/23/2003	Human	USA
-N/A-	Neuraminidase	EU100521	A/Minnesota/18/2003	10/23/2003	Human	USA
HA	Hemagglutinin	KC781085	A/Minnesota/18/2009	11/5/2009	Human	USA
NA	Neuraminidase	KC882869	A/Minnesota/18/2010	11/23/2010	Human	USA
HA	Hemagglutinin	KC882870	A/Minnesota/18/2010	11/23/2010	Human	USA
HA	Hemagglutinin	KC892998	A/Minnesota/18/2011	10/2/2011	Human	USA
NA	Neuraminidase	KC882872	A/Minnesota/19/2010	12/28/2010	Human	USA
HA	Hemagglutinin	JQ290156	A/Minnesota/19/2011	11/4/2011	Human	USA
NA	Neuraminidase	JQ290155	A/Minnesota/19/2011	11/4/2011	Human	USA
PB2	PB2 Polymerase (basic) protein 2	JQ290154	A/Minnesota/19/2011	11/4/2011	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	JQ290149	A/Minnesota/19/2011	11/4/2011	Human	USA
PB1-F2	PB1-F2 protein	JQ290149	A/Minnesota/19/2011	11/4/2011	Human	USA
M2	Matrix protein 2	JQ290152	A/Minnesota/19/2011	11/4/2011	Human	USA
PA-N182	PA-N182 protein(535)	JQ290153	A/Minnesota/19/2011	11/4/2011	Human	USA
PA-N155	PA-N155 protein(562)	JQ290153	A/Minnesota/19/2011	11/4/2011	Human	USA
PB1-N40	PB1-N40 protein(718)	JQ290149	A/Minnesota/19/2011	11/4/2011	Human	USA
PA	Polymerase PA	JQ290153	A/Minnesota/19/2011	11/4/2011	Human	USA
PA-X	PA-X protein(+41)	JQ290153	A/Minnesota/19/2011	11/4/2011	Human	USA
PB1-N40	PB1-N40 protein(718)	CY229051	A/Minnesota/19/2017	3/12/2017	Human	USA
PB1	Polymerase PB1	CY229051	A/Minnesota/19/2017	3/12/2017	Human	USA
PA	Polymerase PA	CY229052	A/Minnesota/19/2017	3/12/2017	Human	USA
PA-N155	PA-N155 protein(562)	CY229052	A/Minnesota/19/2017	3/12/2017	Human	USA
PA-N182	PA-N182 protein(535)	CY229052	A/Minnesota/19/2017	3/12/2017	Human	USA
-N/A-	Hemagglutinin	CY016390	A/Minnesota/2/2006	3/9/2006	Human	USA
HA	Hemagglutinin	KC892962	A/Minnesota/20/2011	11/2/2011	Human	USA
PA-N155	PA-N155 protein(562)	CY227813	A/Minnesota/20/2017	3/15/2017	Human	USA
PA-N182	PA-N182 protein(535)	CY227813	A/Minnesota/20/2017	3/15/2017	Human	USA
PA	Polymerase PA	CY227813	A/Minnesota/20/2017	3/15/2017	Human	USA
NA	Neuraminidase	CY227816	A/Minnesota/20/2017	3/15/2017	Human	USA
NS2	Nuclear export protein	KT837232	A/Minnesota/21/2014	9/17/2014	Human	USA
NS1	Nonstructural protein 1	KT836971	A/Minnesota/21/2014	9/17/2014	Human	USA
NP	Nucleocapsid protein	CY227823	A/Minnesota/21/2017	3/21/2017	Human	USA
HA	Hemagglutinin	KC780423	A/Minnesota/22/2009	6/10/2009	Human	USA
NA	Neuraminidase	KC892415	A/Minnesota/22/2011	11/17/2011	Human	USA
NEP	Nuclear export protein	KT837032	A/Minnesota/22/2014	9/20/2014	Human	USA
PB2	Polymerase PB2	KT837179	A/Minnesota/22/2014	9/20/2014	Human	USA
HA	Hemagglutinin	KP456372	A/Minnesota/23/2007	2/1/2007	Human	USA
-N/A-	Neuraminidase	EU516141	A/Minnesota/23/2007	2/1/2007	Human	USA
HA	Hemagglutinin	KT836733	A/Minnesota/23/2014	9/6/2014	Human	USA
NA	Neuraminidase	KT836857	A/Minnesota/23/2014	9/6/2014	Human	USA
NS1	Nonstructural protein 1	KT842284	A/Minnesota/23/2015	2/19/2015	Human	USA
NA	Neuraminidase	KT842282	A/Minnesota/23/2015	2/19/2015	Human	USA
PA-N182	PA-N182 protein(535)	KT842279	A/Minnesota/23/2015	2/19/2015	Human	USA
PA-N155	PA-N155 protein(562)	KT842279	A/Minnesota/23/2015	2/19/2015	Human	USA
PA-N182	PA-N182 protein(535)	CY228900	A/Minnesota/23/2017	3/28/2017	Human	USA
PA-N155	PA-N155 protein(562)	CY228900	A/Minnesota/23/2017	3/28/2017	Human	USA
PA	Polymerase PA	CY228900	A/Minnesota/23/2017	3/28/2017	Human	USA
NS1	Nonstructural protein 1	CY228905	A/Minnesota/23/2017	3/28/2017	Human	USA
HA	Hemagglutinin	CY228901	A/Minnesota/23/2017	3/28/2017	Human	USA
-N/A-	Neuraminidase	FJ686990	A/Minnesota/24/2008	7/9/2008	Human	USA
-N/A-	Hemagglutinin	FJ686991	A/Minnesota/24/2008	7/9/2008	Human	USA
HA	Hemagglutinin	KC780176	A/Minnesota/24/2009	10/5/2009	Human	USA
PB2	Polymerase PB2	CY228906	A/Minnesota/24/2017	3/28/2017	Human	USA
NS1	Nonstructural protein 1	CY228913	A/Minnesota/24/2017	3/28/2017	Human	USA
-N/A-	Hemagglutinin	EU516094	A/Minnesota/25/2007	10/25/2007	Human	USA
NA	Neuraminidase	KC892684	A/Minnesota/25/2011	12/16/2011	Human	USA
PB1-F2	PB1-F2 protein	KT843377	A/Minnesota/25/2015	4/1/2015	Human	USA
HA	Hemagglutinin	KT843469	A/Minnesota/25/2015	4/1/2015	Human	USA
NS1	nonstructural protein 1	CY232662	A/Minnesota/25/2017	4/5/2017	Human	USA
NA	Neuraminidase	KF648002	A/Minnesota/26/2012	12/13/2012	Human	USA
HA	Hemagglutinin	KF647996	A/Minnesota/26/2012	12/13/2012	Human	USA
HA	Hemagglutinin	KT843387	A/Minnesota/26/2015	4/2/2015	Human	USA
PB1	Polymerase PB1	KT843501	A/Minnesota/26/2015	4/2/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KT843501	A/Minnesota/26/2015	4/2/2015	Human	USA
PB2	Polymerase PB2	KT843500	A/Minnesota/26/2015	4/2/2015	Human	USA
NP	nucleocapsid protein	CY232587	A/Minnesota/26/2017	4/12/2017	Human	USA
NS1	nonstructural protein 1	CY232590	A/Minnesota/26/2017	4/12/2017	Human	USA
-N/A-	Hemagglutinin	FJ687006	A/Minnesota/27/2008	12/9/2008	Human	USA
PB2	Polymerase PB2	KT843456	A/Minnesota/27/2015	4/12/2015	Human	USA
PB1	Polymerase PB1	KT843482	A/Minnesota/27/2015	4/12/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KT843482	A/Minnesota/27/2015	4/12/2015	Human	USA
PA-N182	PA-N182 protein(535)	KT843353	A/Minnesota/28/2015	4/21/2015	Human	USA
PA-N155	PA-N155 protein(562)	KT843353	A/Minnesota/28/2015	4/21/2015	Human	USA
PA	Polymerase PA	KT843353	A/Minnesota/28/2015	4/21/2015	Human	USA
M1	Matrix protein 1	KX415579	A/Minnesota/28/2016	2/28/2016	Human	USA
PA	Polymerase PA	KX415575	A/Minnesota/28/2016	2/28/2016	Human	USA
PA-N155	PA-N155 protein(562)	KX415575	A/Minnesota/28/2016	2/28/2016	Human	USA
PA-N182	PA-N182 protein(535)	KX415575	A/Minnesota/28/2016	2/28/2016	Human	USA
PB2	Polymerase PB2	KX415573	A/Minnesota/28/2016	2/28/2016	Human	USA
NA	Neuraminidase	KX415578	A/Minnesota/28/2016	2/28/2016	Human	USA
NS1	Nonstructural protein 1	KX415580	A/Minnesota/28/2016	2/28/2016	Human	USA
HA	Hemagglutinin	KX415576	A/Minnesota/28/2016	2/28/2016	Human	USA
PB2	Polymerase basic protein 2	CY234687	A/Minnesota/28/2017	4/24/2017	Human	USA
NS2	Nuclear export protein	CY239828	A/Minnesota/28/2017	4/24/2017	Human	USA
NS1	Non-structural protein 1	CY239828	A/Minnesota/28/2017	4/24/2017	Human	USA
HA	Hemagglutinin	CY234690	A/Minnesota/28/2017	4/24/2017	Human	USA
NS1	Non-structural protein 1	CY234694	A/Minnesota/28/2017	4/24/2017	Human	USA
PB2	Polymerase PB2	KX407936	A/Minnesota/29/2016	3/3/2016	Human	USA
NP	Nucleocapsid protein	KX407940	A/Minnesota/29/2016	3/3/2016	Human	USA
NS1	Nonstructural protein 1	KX407943	A/Minnesota/29/2016	3/3/2016	Human	USA
PB1-F2	PB1-F2 protein	CY234680	A/Minnesota/29/2017	4/29/2017	Human	USA
PA-X	Protein PA-X	KY089137	A/Minnesota/30/2014	10/20/2014	Human	USA
PB2	Polymerase PB2	KX415581	A/Minnesota/30/2016	3/5/2016	Human	USA
M2	Matrix protein 2	KX415587	A/Minnesota/30/2016	3/5/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KX415582	A/Minnesota/30/2016	3/5/2016	Human	USA
PB1	Polymerase PB1	KX415582	A/Minnesota/30/2016	3/5/2016	Human	USA
PA-N182	PA-N182 protein(535)	KX415583	A/Minnesota/30/2016	3/5/2016	Human	USA
PA-N155	PA-N155 protein(562)	KX415583	A/Minnesota/30/2016	3/5/2016	Human	USA
PA-X	PA-X protein	KX415583	A/Minnesota/30/2016	3/5/2016	Human	USA
PA	Polymerase PA	KX415583	A/Minnesota/30/2016	3/5/2016	Human	USA
NS1	Non-structural protein 1	CY235812	A/Minnesota/30/2017	5/8/2017	Human	USA
PA-N182	PA-N182 protein(535)	CY235807	A/Minnesota/30/2017	5/8/2017	Human	USA
PA-N155	PA-N155 protein(562)	CY235807	A/Minnesota/30/2017	5/8/2017	Human	USA
PA	Polymerase acidic protein	CY235807	A/Minnesota/30/2017	5/8/2017	Human	USA
HA	Hemagglutinin	KT837740	A/Minnesota/31/2014	10/28/2014	Human	USA
PB1-F2	PB1-F2 protein	CY235814	A/Minnesota/31/2017	5/13/2017	Human	USA
NA	Neuraminidase	CY235818	A/Minnesota/31/2017	5/13/2017	Human	USA
HA	Hemagglutinin	KY117015	A/Minnesota/32/2015	7/9/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KY117013	A/Minnesota/32/2015	7/9/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KY117013	A/Minnesota/32/2015	7/9/2015	Human	USA
NP	Nucleoprotein	CY235969	A/Minnesota/32/2017	5/12/2017	Human	USA
HA	Hemagglutinin	CY235968	A/Minnesota/32/2017	5/12/2017	Human	USA
PA-X	Protein PA-X	CY235967	A/Minnesota/32/2017	5/12/2017	Human	USA
HA	Hemagglutinin	KP458911	A/Minnesota/33/2008	12/26/2008	Human	USA
HA	Hemagglutinin	CY235976	A/Minnesota/33/2017	5/15/2017	Human	USA
-N/A-	Hemagglutinin	GQ475673	A/Minnesota/34/2008	12/28/2008	Human	USA
HA	Hemagglutinin	KF648182	A/Minnesota/34/2012	12/20/2012	Human	USA
NA	Neuraminidase	KF648181	A/Minnesota/34/2012	12/20/2012	Human	USA
NA	Neuraminidase	KT838467	A/Minnesota/34/2014	11/12/2014	Human	USA
NS2	Nuclear export protein	CY239573	A/Minnesota/34/2017	6/14/2017	Human	USA
NS1	Non-structural protein 1	CY239573	A/Minnesota/34/2017	6/14/2017	Human	USA
PB2	Polymerase basic protein 2	CY239566	A/Minnesota/34/2017	6/14/2017	Human	USA
HA	Hemagglutinin	CY239569	A/Minnesota/34/2017	6/14/2017	Human	USA
PA-N182	PA-N182 protein(535)	CY243773	A/Minnesota/35/2017	7/27/2017	Human	USA
HA	Hemagglutinin	CY243774	A/Minnesota/35/2017	7/27/2017	Human	USA
PA-X	Protein PA-X	CY243773	A/Minnesota/35/2017	7/27/2017	Human	USA
PA	Polymerase acidic protein	CY243773	A/Minnesota/35/2017	7/27/2017	Human	USA
PA-N155	PA-N155 protein(562)	CY243773	A/Minnesota/35/2017	7/27/2017	Human	USA
NP	Nucleoprotein	CY243775	A/Minnesota/35/2017	7/27/2017	Human	USA
NA	Neuraminidase	CY243776	A/Minnesota/35/2017	7/27/2017	Human	USA
PB2	Polymerase basic protein 2	CY243771	A/Minnesota/35/2017	7/27/2017	Human	USA
M1	Matrix protein 1	CY243777	A/Minnesota/35/2017	7/27/2017	Human	USA
M2	Matrix protein 2	CY243777	A/Minnesota/35/2017	7/27/2017	Human	USA
PB1-N40	PB1-N40 protein(718)	CY243772	A/Minnesota/35/2017	7/27/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY243772	A/Minnesota/35/2017	7/27/2017	Human	USA
-N/A-	Hemagglutinin	GQ369860	A/Minnesota/36/2008	12/28/2008	Human	USA
-N/A-	Neuraminidase	GQ369859	A/Minnesota/36/2008	12/28/2008	Human	USA
PB1-F2	PB1-F2 protein	KT838488	A/Minnesota/36/2014	11/23/2014	Human	USA
NA	Neuraminidase	CY250061	A/Minnesota/36/2017	9/27/2017	Human	USA
NS1	Non-structural protein 1	CY250063	A/Minnesota/36/2017	9/27/2017	Human	USA
-N/A-	Matrix protein 2	GQ895016	A/Minnesota/37/2008	12/23/2008	Human	USA
-N/A-	Hemagglutinin	GQ385822	A/Minnesota/37/2008	12/23/2008	Human	USA
NEP	Nuclear export protein	KT838755	A/Minnesota/37/2014	11/16/2014	Human	USA
NS1	Nonstructural protein 1	KT838755	A/Minnesota/37/2014	11/16/2014	Human	USA
NP	Nucleoprotein	CY250068	A/Minnesota/37/2017	9/28/2017	Human	USA
PB2	Polymerase basic protein 2	CY257650	A/Minnesota/37/2017	9/28/2017	Human	USA
NA	Neuraminidase	KX410221	A/Minnesota/38/2016	3/17/2016	Human	USA
HA	Hemagglutinin	CY258332	A/Minnesota/38/2017	10/26/2017	Human	USA
PA-X	Protein PA-X	CY258331	A/Minnesota/38/2017	10/26/2017	Human	USA
PB2	Polymerase PB2	KT839791	A/Minnesota/39/2014	12/4/2014	Human	USA
PA	Polymerase acidic protein	CY258323	A/Minnesota/39/2017	10/31/2017	Human	USA
PA-X	Protein PA-X	CY258323	A/Minnesota/39/2017	10/31/2017	Human	USA
NP	Nucleoprotein	CY258325	A/Minnesota/39/2017	10/31/2017	Human	USA
HA	Hemagglutinin	CY258324	A/Minnesota/39/2017	10/31/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KC782247	A/Minnesota/40/2009	11/9/2009	Human	USA
M1	Matrix protein 1	KC782240	A/Minnesota/40/2009	11/9/2009	Human	USA
PB1-N40	PB1-N40 protein(718)	KC782247	A/Minnesota/40/2009	11/9/2009	Human	USA
HA	Hemagglutinin	KC782241	A/Minnesota/40/2009	11/9/2009	Human	USA
HA	Hemagglutinin	KY089155	A/Minnesota/40/2014	11/11/2014	Human	USA
M2	Matrix protein 2	KY089153	A/Minnesota/40/2014	11/11/2014	Human	USA
NP	Nucleoprotein	KX003899	A/Minnesota/40/2015	9/1/2015	Human	USA
PA	Polymerase acidic protein	KX003897	A/Minnesota/40/2015	9/1/2015	Human	USA
PA-X	Protein PA-X	KX003897	A/Minnesota/40/2015	9/1/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX003896	A/Minnesota/40/2015	9/1/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KX003896	A/Minnesota/40/2015	9/1/2015	Human	USA
NS1	Nonstructural protein 1	KX410231	A/Minnesota/40/2016	3/20/2016	Human	USA
HA	Hemagglutinin	KX410227	A/Minnesota/40/2016	3/20/2016	Human	USA
PB2	Polymerase basic protein 2	CY260760	A/Minnesota/40/2017	11/5/2017	Human	USA
NEP	Nuclear export protein	KT838821	A/Minnesota/41/2014	11/23/2014	Human	USA
NA	Neuraminidase	KT838482	A/Minnesota/41/2014	11/23/2014	Human	USA
PB2	Polymerase PB2	KT839391	A/Minnesota/41/2014	11/23/2014	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY260769	A/Minnesota/41/2017	11/6/2017	Human	USA
PB1-N40	PB1-N40 protein(718)	CY260769	A/Minnesota/41/2017	11/6/2017	Human	USA
PA	Polymerase acidic protein	CY261582	A/Minnesota/42/2017	11/19/2017	Human	USA
HA	Hemagglutinin	CY261583	A/Minnesota/42/2017	11/19/2017	Human	USA
PB2	Polymerase PB2	KX416405	A/Minnesota/43/2016	3/28/2016	Human	USA
HA	Hemagglutinin	KX416408	A/Minnesota/43/2016	3/28/2016	Human	USA
PB1-F2	PB1-F2 protein	KX416406	A/Minnesota/43/2016	3/28/2016	Human	USA
PA-X	PA-X protein	KX410770	A/Minnesota/44/2016	3/31/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KX410769	A/Minnesota/44/2016	3/31/2016	Human	USA
PB1	Polymerase PB1	KX410769	A/Minnesota/44/2016	3/31/2016	Human	USA
PA-X	Protein PA-X	CY265314	A/Minnesota/44/2017	11/25/2017	Human	USA
PA	Polymerase acidic protein	CY265314	A/Minnesota/44/2017	11/25/2017	Human	USA
HA	Hemagglutinin	KX004138	A/Minnesota/45/2015	10/12/2015	Human	USA
HA	Hemagglutinin	KX949394	A/Minnesota/45/2015	10/12/2015	Human	USA
NA	Neuraminidase	KX949396	A/Minnesota/45/2015	10/12/2015	Human	USA
NP	Nucleoprotein	KX004139	A/Minnesota/45/2015	10/12/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KU509917	A/Minnesota/45/2015	10/12/2015	Human	USA
HA	Hemagglutinin	KU509919	A/Minnesota/45/2015	10/12/2015	Human	USA
HA	Hemagglutinin	KX949404	A/Minnesota/45/2015	10/12/2015	Human	USA
NP	Nucleoprotein	KX949395	A/Minnesota/45/2015	10/12/2015	Human	USA
NS1	Non-structural protein 1	CY264810	A/Minnesota/46/2017	12/8/2017	Human	USA
PB2	Polymerase basic protein 2	KU589344	A/Minnesota/48/2015	11/17/2015	Human	USA
PB2	Polymerase basic protein 2	KX004046	A/Minnesota/49/2015	11/16/2015	Human	USA
PA	Polymerase acidic protein	KX004056	A/Minnesota/50/2015	11/17/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX004055	A/Minnesota/50/2015	11/17/2015	Human	USA
PB1-N40	PB1-N40 protein(718)	KX004055	A/Minnesota/50/2015	11/17/2015	Human	USA
PA-N155	PA-N155 protein(562)	KX004056	A/Minnesota/50/2015	11/17/2015	Human	USA
PA-N182	PA-N182 protein(535)	KX004056	A/Minnesota/50/2015	11/17/2015	Human	USA
PB2	Polymerase basic protein 2	KX004054	A/Minnesota/50/2015	11/17/2015	Human	USA
NA	Neuraminidase	KX413555	A/Minnesota/51/2015	12/14/2015	Human	USA
PA	Polymerase PA	KX413544	A/Minnesota/51/2015	12/14/2015	Human	USA
PA-N155	PA-N155 protein(562)	KX413544	A/Minnesota/51/2015	12/14/2015	Human	USA
PA-N182	PA-N182 protein(535)	KX413544	A/Minnesota/51/2015	12/14/2015	Human	USA
HA	Hemagglutinin	KX413553	A/Minnesota/51/2015	12/14/2015	Human	USA
PA	Polymerase acidic protein	KX004292	A/Minnesota/53/2015	12/15/2015	Human	USA
PA-N155	PA-N155 protein(562)	KX004292	A/Minnesota/53/2015	12/15/2015	Human	USA
PA-N182	PA-N182 protein(535)	KX004292	A/Minnesota/53/2015	12/15/2015	Human	USA
HA	Hemagglutinin	KX005825	A/Minnesota/56/2015	12/17/2015	Human	USA
PA	Polymerase PA	KX405970	A/Minnesota/57/2015	12/24/2015	Human	USA
PA-N155	PA-N155 protein(562)	KX405970	A/Minnesota/57/2015	12/24/2015	Human	USA
PA-N182	PA-N182 protein(535)	KX405970	A/Minnesota/57/2015	12/24/2015	Human	USA
NP	Nucleoprotein	KY045304	A/Minnesota/58/2016	4/22/2016	Human	USA
HA	Hemagglutinin	KY045303	A/Minnesota/58/2016	4/22/2016	Human	USA
NA	Neuraminidase	KX414619	A/Minnesota/61/2015	12/27/2015	Human	USA
NP	Nucleoprotein	KX915589	A/Minnesota/61/2016	4/4/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX915586	A/Minnesota/61/2016	4/4/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KX915586	A/Minnesota/61/2016	4/4/2016	Human	USA
PB2	Polymerase basic protein 2	KX917841	A/Minnesota/63/2016	4/7/2016	Human	USA
HA	Hemagglutinin	KX917484	A/Minnesota/65/2016	4/15/2016	Human	USA
NA	Neuraminidase	KX915598	A/Minnesota/67/2016	4/18/2016	Human	USA
PA	Polymerase acidic protein	KX917851	A/Minnesota/69/2016	4/11/2016	Human	USA
PB2	Polymerase basic protein 2	KX917849	A/Minnesota/69/2016	4/11/2016	Human	USA
HA	Hemagglutinin	KX917852	A/Minnesota/69/2016	4/11/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KX916466	A/Minnesota/71/2016	6/23/2016	Human	USA
NS1	Non-structural protein 1	KX916472	A/Minnesota/71/2016	6/23/2016	Human	USA
NS2	Nuclear export protein	KX916472	A/Minnesota/71/2016	6/23/2016	Human	USA
NA	Neuraminidase	KX916470	A/Minnesota/71/2016	6/23/2016	Human	USA
HA	Hemagglutinin	KX916468	A/Minnesota/71/2016	6/23/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX916466	A/Minnesota/71/2016	6/23/2016	Human	USA
NA	Neuraminidase	KY116360	A/Minnesota/73/2016	10/4/2016	Human	USA
PA	Polymerase acidic protein	KY116357	A/Minnesota/73/2016	10/4/2016	Human	USA
PA-N155	PA-N155 protein(562)	KY116357	A/Minnesota/73/2016	10/4/2016	Human	USA
PA-N182	PA-N182 protein(535)	KY116357	A/Minnesota/73/2016	10/4/2016	Human	USA
NS1	Non-structural protein 1	KY116354	A/Minnesota/73/2016	10/4/2016	Human	USA
PB2	Polymerase basic protein 2	KY116355	A/Minnesota/73/2016	10/4/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KY116644	A/Minnesota/74/2016	10/5/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KY116644	A/Minnesota/74/2016	10/5/2016	Human	USA
HA	Hemagglutinin	KY116646	A/Minnesota/74/2016	10/5/2016	Human	USA
NA	Neuraminidase	KY116648	A/Minnesota/74/2016	10/5/2016	Human	USA
PA-N182	PA-N182 protein(535)	CY208951	A/Minnesota/75/2016	10/10/2016	Human	USA
PA	Polymerase acidic protein	CY208951	A/Minnesota/75/2016	10/10/2016	Human	USA
PA-N155	PA-N155 protein(562)	CY208951	A/Minnesota/75/2016	10/10/2016	Human	USA
HA	Hemagglutinin	CY213850	A/Minnesota/76/2016	10/25/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KY289443	A/Minnesota/77/2016	10/27/2016	Human	USA
PB1-F2	Protein PB1-F2	KY289443	A/Minnesota/77/2016	10/27/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	KY289443	A/Minnesota/77/2016	10/27/2016	Human	USA
PA-N182	PA-N182 protein(535)	CY209359	A/Minnesota/78/2016	11/3/2016	Human	USA
NS1	Non-structural protein 1	CY209364	A/Minnesota/78/2016	11/3/2016	Human	USA
NA	Neuraminidase	CY209362	A/Minnesota/78/2016	11/3/2016	Human	USA
HA	Hemagglutinin	CY209360	A/Minnesota/78/2016	11/3/2016	Human	USA
M2	Matrix protein 2	CY209363	A/Minnesota/78/2016	11/3/2016	Human	USA
M1	Matrix protein 1	CY209363	A/Minnesota/78/2016	11/3/2016	Human	USA
PA	Polymerase acidic protein	CY209359	A/Minnesota/78/2016	11/3/2016	Human	USA
PA-N155	PA-N155 protein(562)	CY209359	A/Minnesota/78/2016	11/3/2016	Human	USA
HA	Hemagglutinin	CY209368	A/Minnesota/79/2016	11/12/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY209366	A/Minnesota/79/2016	11/12/2016	Human	USA
PB1-N40	PB1-N40 protein(718)	CY209366	A/Minnesota/79/2016	11/12/2016	Human	USA
-N/A-	Hemagglutinin	EF473545	A/Minnesota/8/2003	2003	Human	USA
HA	Hemagglutinin	CY211755	A/Minnesota/80/2016	11/12/2016	Human	USA
NA	Neuraminidase	CY212380	A/Minnesota/82/2016	12/7/2016	Human	USA
PB1-F2	PB1-F2 protein	CY212376	A/Minnesota/82/2016	12/7/2016	Human	USA
PA	Polymerase PA	CY212385	A/Minnesota/83/2016	12/11/2016	Human	USA
PA-X	PA-X protein	CY212385	A/Minnesota/83/2016	12/11/2016	Human	USA
PB1-F2	PB1-F2 protein	CY212384	A/Minnesota/83/2016	12/11/2016	Human	USA
NA	Neuraminidase	CY212388	A/Minnesota/83/2016	12/11/2016	Human	USA
NA	neuraminidase	CY218991	A/Minnesota/84/2016	12/17/2016	Human	USA
PB2	Polymerase PB2	CY213127	A/Minnesota/85/2016	12/19/2016	Human	USA
NA	Neuraminidase	CY213132	A/Minnesota/85/2016	12/19/2016	Human	USA
HA	Hemagglutinin	CY213130	A/Minnesota/85/2016	12/19/2016	Human	USA
M1	Matrix protein 1	KC809971	A/Minnesota/JB1/2013	1/15/2013	Human	USA
